20200208,闵行,吴泾,紫晶南园 3室2厅 436万,436万,3室2厅 | 117.88平米 | 南 | 简装 | 低楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_6LVRehWFR_1.jpg.296x216.jpg
20200208,闵行,吴泾,永德小区南北两房，沿永德路步行街，中间楼层，,148万,2室0厅 | 46.82平米 | 南 北 | 简装 | 中楼层(共6层) | 1985年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-6141f93a-c064-43a2-9333-99c0e80de5cb.png.296x216.jpg
20200208,闵行,吴泾,紫竹半岛A区两房两厅两卫，能把美景尽收眼底的位置！,565万,2室2厅 | 87.1平米 | 南 | 精装 | 低楼层(共18层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_CmKr749Vw_1.jpg.296x216.jpg
20200208,闵行,吴泾,永德小区 南北两房 税费少 采光足 看房方便房主自荐,164万,2室0厅 | 52.91平米 | 南 | 简装 | 高楼层(共5层) | 1983年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_oRcO2DD0p_1.jpg.296x216.jpg
20200208,闵行,吴泾,紫晶南园电梯大两房  视野佳 采光好 交通方便,390万,2室2厅 | 108.21平米 | 南 | 精装 | 高楼层(共13层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-11bebf02-af16-4c9c-9e2d-7a20a201a0ef.jpg.296x216.jpg
20200208,闵行,吴泾,此房是个人产权房，非使用全房，中间楼层，位置好,180万,2室1厅 | 68.37平米 | 南 | 精装 | 高楼层(共5层) | 1958年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_EX85zNHX6_1.jpg.296x216.jpg
20200208,闵行,吴泾,满五年唯一 价格可大谈 全明户型 楼层好  看房方便,170万,2室1厅 | 56.95平米 | 南 | 简装 | 中楼层(共6层) | 1988年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_VZ89fE3up_1.jpg.296x216.jpg
20200208,闵行,吴泾,房龄新，户型正气，一楼带院子！房主自荐,256万,2室1厅 | 75.9平米 | 南 | 精装 | 低楼层(共6层) | 2003年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_XMBOHqXF6_1.jpg.296x216.jpg
20200208,闵行,吴泾,枫桦景苑115平飞机户型 业主诚心出售,460万,2室2厅 | 115.24平米 | 南 | 精装 | 低楼层(共12层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_HQN6jQaw4_1.jpg.296x216.jpg
20200208,闵行,吴泾,虹梅景苑二街坊 2室1厅 248万,248万,2室1厅 | 65.56平米 | 南 | 其他 | 低楼层(共14层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_CW2zHsxDi_1.jpg.296x216.jpg
20200208,闵行,吴泾,通海2小区 三房两卫 二楼采光好 出行方便,350万,3室2厅 | 113.76平米 | 南 北 | 简装 | 低楼层(共6层) | 1999年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_8vwsYZ9Bw_1.jpg.296x216.jpg
20200208,闵行,吴泾,精装大三房  位置佳   户型好  诚心出售,530万,3室2厅 | 129.56平米 | 北 南 | 精装 | 低楼层(共14层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_4wQXmaKi7_1.jpg.296x216.jpg
20200208,闵行,吴泾,永德小区 中间楼层 自住精装双南两房,205万,2室1厅 | 60.22平米 | 南 | 精装 | 中楼层(共6层) | 1987年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_ErvyfgVyd_1.jpg.296x216.jpg
20200208,闵行,吴泾,双南两房，总价低，小区位置好，出行便利,235万,2室1厅 | 76.48平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_mkzl5nl46_1.jpg.296x216.jpg
20200208,闵行,吴泾,塘泾南苑 景观楼层 *2房 交通便利,308万,1室2厅 | 68.76平米 | 南 | 毛坯 | 中楼层(共14层) | 2015年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-b92f3a2b-bf74-40ae-bd7d-de94b950ae9b.png.296x216.jpg
20200208,闵行,吴泾,双柏小区，双南户型，中间楼层，精装修，满五唯一,184万,2室1厅 | 59.15平米 | 南 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-a3ea73cb-5794-4386-b0fa-1b26abd2a003.jpg.296x216.jpg
20200208,闵行,吴泾,虹梅景苑一街坊 免增值税 楼层好 采光充足,328万,2室2厅 | 86.37平米 | 南 北 | 精装 | 中楼层(共6层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-0b15e245-0c3c-4ede-abe9-48e98129425f.png.296x216.jpg
