20200208,徐汇,建国西路,岳阳路电梯房+售后公房+二南一北小三房+梧桐围绕,830万,3室1厅 | 62.66平米 | 南 | 简装 | 中楼层(共14层) | 1986年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-02245d79-b029-4098-8a6b-afa5056d0748.jpg.296x216.jpg
20200208,徐汇,建国西路,老房东委托+售后公房+南北通透+看房方便+到价就签,720万,2室1厅 | 57.76平米 | 南 北 | 精装 | 中楼层(共6层) | 1984年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-e4f5ec4d-20d3-4cec-b065-122ce8a9f614.jpg.296x216.jpg
20200208,徐汇,建国西路,襄阳大2房+全明户型+楼层好+房龄新+位置安静,790万,2室1厅 | 77.83平米 | 南 | 精装 | 中楼层(共6层) | 1990年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-4644d310-ffe2-4fbe-af9d-acb1bd4f97f1.png.296x216.jpg
20200208,徐汇,建国西路,建国西路多层公房+得房率较高+房型正气+朝南全明户型,565万,1室1厅 | 42平米 | 南 | 精装 | 中楼层(共5层) | 1976年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_ERZFR9q1j_1.jpg.296x216.jpg
20200208,徐汇,建国西路,太原路永嘉路整栋别墅+带地下室带花园带露台+诚意出售,8180万,6室3厅 | 481.36平米 | 南 | 简装 | 6层 | 1995年建 | 板楼 | 独栋别墅,https://image1.ljcdn.com/310000-inspection/62569f76-f73e-4304-8604-1dfb9afa47d8.jpg.296x216.jpg
20200208,徐汇,建国西路,永康路清水红砖外墙老公寓，老物况好，带法式小阳台,880万,1室2厅 | 83.74平米 | 南 | 其他 | 中楼层(共4层) | 1948年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_u3v6T6jg9_1.jpg.296x216.jpg
20200208,徐汇,建国西路,全上海在售适合自住新里总价醉低一套，卖掉再也第二套,1680万,5室2厅 | 134.7平米 | 南 北 | 精装 | 低楼层(共3层) | 1945年建 | 板楼,https://image1.ljcdn.com/310000-inspection/5c383f58-b9f7-4b2c-bfcd-28acf6522518.jpg.296x216.jpg
20200208,徐汇,建国西路,凯德打造明星楼盘+带会所游泳池网球场+看房方便,1880万,4室2厅 | 221.33平米 | 南 | 精装 | 中楼层(共33层) | 1999年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/49aa1933-1b7b-4b85-bf32-7bbc158f6c45.jpg.296x216.jpg
20200208,徐汇,建国西路,陕西南路凯德打造+复式+改空间大+有地下产权车位,1415万,3室2厅 | 193.4平米 | 东南 | 精装 | 低楼层(共33层) | 1999年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/df3b4eec-cade-4e56-93d2-86f0d63b8b63.jpg.296x216.jpg
20200208,徐汇,建国西路,陕西南路凯德打造+复式+改空间大+低总价,928万,2室1厅 | 94.71平米 | 东南 | 精装 | 低楼层(共33层) | 1999年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/92213a4a-2939-47bc-8983-f5d5afb729ea.jpg.296x216.jpg
20200208,徐汇,建国西路,建国西路沿街整幢新里，历史风貌保护区，业主置换诚售,4600万,4室3厅 | 245.7平米 | 南 | 简装 | 低楼层(共1层) | 1949年建 | 板塔结合,https://image1.ljcdn.com/310000-inspection/ede5e63c-ee19-4c47-bcdf-c0b36bdd1a05.JPG.296x216.jpg
20200208,徐汇,建国西路,嘉善路永康路，西边套大面积2房，带个客厅,670万,2室1厅 | 61.91平米 | 南 | 精装 | 高楼层(共6层) | 1990年建 | 板楼,https://image1.ljcdn.com/310000-inspection/430cb4b6-d087-4cd5-bceb-9d02eb0dccb2.jpg.296x216.jpg
20200208,徐汇,建国西路,金环大厦 7房间2卫 1060万,1060万,5室2厅 | 290.36平米 | 南 | 简装 | 低楼层(共15层) | 1997年建 | 塔楼,https://image1.ljcdn.com/x-se/hdic-resblock/41faba03-26c9-4949-b2e7-de17b5d2c00e.jpg.296x216.jpg
20200208,徐汇,建国西路,三房朝南+停朝西南+有产权车位+看房提前预约+业主诚意,1250万,3室2厅 | 176.56平米 | 南 | 简装 | 中楼层(共20层) | 1996年建 | 板楼,https://image1.ljcdn.com/x-se/310000-frame/d414d1b6-ad9d-41ba-9c89-7bdb1e0b4852.jpg.296x216.jpg
20200208,徐汇,建国西路,复兴中路主营复式顶楼复式+带车位+视野开阔,1880万,4室2厅 | 191.08平米 | 西南 | 精装 | 高楼层(共28层) | 2000年建 | 塔楼,https://image1.ljcdn.com/310000-inspection/9d00c84d-f1b8-497a-973a-6c968b39cad8.jpg.296x216.jpg
20200208,徐汇,建国西路,高档地段正气三房高区无遮挡诚意出售,1540万,3室2厅 | 176.44平米 | 南 | 精装 | 高楼层(共24层) | 1999年建 | 板塔结合,
20200208,徐汇,建国西路,永太居委 双南正气二房  全天阳光 诚售！,590万,2室1厅 | 47.79平米 | 南 | 精装 | 高楼层(共5层) | 1979年建 | 板楼,https://image1.ljcdn.com/x-se/hdic-frame/prod-170218de-9eb4-4bff-a8a6-a899a0269133.png.296x216.jpg
20200208,徐汇,建国西路,嘉御庭二期 2017 30楼高区景观 南北通全明 人车分流房主自荐,2398万,2室2厅 | 144.76平米 | 南 北 | 精装 | 37层 | 2017年建 | 板楼,
20200208,徐汇,建国西路,巴黎时韵 2房间1卫 245万,245万,1室1厅 | 42.65平米 | 东南 西北 | 精装 | 低楼层(共31层) | 2003年建 | 塔楼,https://image1.ljcdn.com/x-se/hdic-resblock/ac5547f4-e985-4e95-b06c-88562329d5d3.jpg.296x216.jpg
20200208,徐汇,建国西路,此房满五唯一，双南型，精装2房，楼层好，采光充足,768万,2室0厅 | 53.14平米 | 南 | 精装 | 中楼层(共14层) | 1986年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20161014/5682b064-5319-4380-8e25-3e96e78b8db3.jpg.296x216.jpg
20200208,徐汇,建国西路,巴黎时韵 2房间1卫 245万,245万,1室1厅 | 42.49平米 | 东北 | 其他 | 中楼层(共31层) | 2003年建 | 塔楼,https://image1.ljcdn.com/x-se/hdic-resblock/ac5547f4-e985-4e95-b06c-88562329d5d3.jpg.296x216.jpg
