district,town_name,description,listed_price,layout,total_area,direction,decoration_rate,stairs,built_year,building_type,rooms,living_rooms,floor_height,total_floors,m5w1,near_facilities,historical,log_price,binned_total_floors,living_room_ratio
pudong,kangqiao,城中经典户型两房两卫 采光好 大阳台 诚意出售,425.0,2室2厅 ,106.02, 南 , 其他 ,低楼层(共12层),2006-01-01, 板楼,2,2,低,12,不满五,False,False,6.052089168924417,low,1.0
minhang,longbai,06年的70年的电梯房，无需社保，单价低，总价低。,110.0,1室1厅 ,30.72, 西南 , 简装 ,高楼层(共4层),2006-01-01, 板楼,1,1,高,4,不满五,False,False,4.700480365792417,low,1.0
pudong,weifang,潍坊十村一室户，户型方正，边套全明户型,400.0,1室1厅 ,40.47, 南 , 简装 ,低楼层(共6层),1986-01-01, 板楼,1,1,低,6,不满五,False,False,5.991464547107982,low,1.0
minhang,jinhui,近期必卖！带50平大花园，精装、地暖、中~央空调。房主自荐,868.0,3室2厅 ,144.52, 南 , 精装 ,低楼层(共11层),2000-01-01, 板楼,3,2,低,11,不满五,False,False,6.7661917146603505,low,0.6666666666666666
pudong,geqing,五年唯一 、位置佳、楼层好、 看房方便、采光好、必看好房,235.0,3室1厅 ,81.71, 南 北 , 毛坯 ,高楼层(共6层),2004-01-01, 板楼,3,1,高,6,不满五,False,False,5.459585514144159,low,0.3333333333333333
xuhui,hengshanlu,吴兴路近肇嘉浜路+南北通透+中高区采光好,1390.0,3室2厅 ,143.41, 南 北 , 精装 ,中楼层(共28层),1990-01-01, 板楼,3,2,中,28,不满五,False,False,7.237059026124737,high,0.6666666666666666
pudong,sanlin,业主诚意出！交通便利，采光好，配套成熟,280.0,2室1厅 ,61.51, 南 , 毛坯 ,高楼层(共6层),1994-01-01, 板楼,2,1,高,6,不满五,False,False,5.634789603169249,low,0.5
pudong,biyun,满5年税少，户型方正，朝南房间多，小区北门出行9号线,1120.0,3室2厅 ,137.08, 南 , 精装 ,低楼层(共18层),2003-01-01, 板楼,3,2,低,18,不满五,False,False,7.02108396428914,low,0.6666666666666666
baoshan,gongkang,共康精装四房，业主诚心出售，配套成熟,770.0,4室1厅 ,131.29, 南 , 精装 ,低楼层(共15层),2006-01-01, 板楼,4,1,低,15,不满五,False,False,6.646390514847729,low,0.25
pudong,chuansha,诚心出售，了解情况和价格找维护人*朗必看好房,210.0,2室1厅 ,59.44, 南 , 简装 ,中楼层(共6层),1988-01-01, 板楼,2,1,中,6,不满五,False,False,5.3471075307174685,low,0.5
minhang,meilong,万辉国际旁、鸿福新村《单价3.8万》产权清晰、满五年,235.0,2室1厅 ,61.42, 南 , 简装 ,高楼层(共6层),1994-01-01, 板楼,2,1,高,6,满五不唯一,False,False,5.459585514144159,low,0.5
minhang,meilong,东边套全明一室一厅，户型正气，居住舒适！,202.0,1室1厅 ,47.87, 南 , 简装 ,高楼层(共6层),1994-01-01, 板楼,1,1,高,6,不满五,False,False,5.308267697401205,low,1.0
minhang,jinganxincheng,总价和单价低  一楼带大院子  房东诚意出售,310.0,2室1厅 ,59.41, 南 , 毛坯 ,低楼层(共6层),1994-01-01, 板楼,2,1,低,6,不满五,False,False,5.736572297479192,low,0.5
pudong,xinchang,汇锦城两房南户型  前排无挡，采光好 业主诚心出售,258.0,2室2厅 ,83.54, 南 , 精装 ,低楼层(共16层),2012-01-01, 板楼,2,2,低,16,不满五,False,False,5.552959584921617,low,1.0
minhang,xinzhuang5,精装修   central  air   conditioning+带产权车位房主自荐,770.0,3室2厅 ,133.36, 南 , 精装 ,中楼层(共17层),2010-01-01, 板楼,3,2,中,17,不满五,False,False,6.646390514847729,low,0.6666666666666666
xuhui,xujiahui,精装修、户型方正，朝南，铂金3楼，只一套了必看好房,400.0,1室1厅 ,40.85, 南 , 精装 ,中楼层(共6层),1989-01-01, 板楼,1,1,中,6,不满五,False,False,5.991464547107982,low,1.0
pudong,zhoupu,景观湖位置，50万装修，保养比较好。,750.0,4室1厅 ,142.11, 南 , 精装 ,高楼层(共9层),2014-01-01, 板楼,4,1,高,9,不满五,False,False,6.620073206530356,low,0.25
minhang,huacao,满五唯一，交通便利，配套设施完善，虹桥商务区,295.0,2室1厅 ,93.52, 南 西南 , 精装 ,中楼层(共12层),2009-01-01, 塔楼,2,1,中,12,满五唯一,False,False,5.68697535633982,low,0.5
minhang,maqiao,马桥西街小区复式房型 诚心出售 看房方便,410.0,4室3厅 ,189.75, 南 , 精装 ,高楼层(共6层),2001-01-01, 板楼,4,3,高,6,不满五,False,False,6.016157159698354,low,0.75
pudong,zhangjiang,香楠小区 3室2厅 465万,465.0,3室2厅 ,85.79, 南 , 精装 ,低楼层(共6层),2001-01-01, 板楼,3,2,低,6,不满五,False,False,6.142037405587356,low,0.6666666666666666
pudong,caolu,阳光苑三房朝南一梯两户户型方正满五唯一 看房方便房主自荐,278.0,3室1厅 ,86.44, 南 北 , 简装 ,高楼层(共6层),1994-01-01, 板楼,3,1,高,6,满五唯一,False,False,5.627621113690637,low,0.3333333333333333
pudong,tangzhen,两房朝南，通燃气，近佳乐福，出行方便,348.0,2室2厅 ,71.39, 南 北 , 精装 ,低楼层(共27层),1994-01-01, 板楼,2,2,低,27,不满五,False,False,5.8522024797744745,high,1.0
minhang,huacao,绿地旭辉e天地 2房间1卫 200万,200.0,1室1厅 ,51.25, 东 , 精装 ,中楼层(共11层),1994-01-01, 塔楼,1,1,中,11,不满五,False,False,5.298317366548036,low,1.0
pudong,chuansha,满2年，房东急售，实用三房，精致装修，拎包入住房主自荐,520.0,3室2厅 ,97.0, 南 , 精装 ,低楼层(共20层),2015-01-01, 板楼,3,2,低,20,不满五,False,False,6.253828811575473,low,0.6666666666666666
pudong,kangqiao,海尚康庭  电梯一房，精装修 户型方正,220.0,1室1厅 ,58.6, 南 , 精装 ,低楼层(共14层),2008-01-01, 板楼,1,1,低,14,不满五,False,False,5.393627546352362,low,1.0
minhang,chunshen,离地铁300米，虹梅南路高架下口，大花园独栋，精装修,2500.0,5室3厅 ,333.37, 东 , 简装 ,2层,2001-01-01, 板楼 | 独栋别墅,5,3,高,2,不满五,True,False,7.824046010856292,very low,0.6
pudong,jinyang,园林式小区，复式不靠路，近6号线地铁，出行方便,1020.0,3室2厅 ,156.0, 南 北 , 简装 ,高楼层(共5层),2000-01-01, 板楼,3,2,高,5,不满五,True,False,6.927557906278317,low,0.6666666666666666
pudong,kangqiao,康桥半岛国际公寓 精装两房 配套方便 居住舒适,355.0,2室2厅 ,83.13, 南 , 精装 ,中楼层(共22层),2010-01-01, 板楼,2,2,中,22,不满五,False,False,5.872117789475416,high,1.0
minhang,meilong,近锦江乐园站精装修小两房 户型方正采光好 全明户型,215.0,2室0厅 ,47.32, 南 , 精装 ,高楼层(共6层),1988-01-01, 板楼,2,0,高,6,不满五,False,False,5.3706380281276624,low,0.0
pudong,zhoupu,一手动迁大三房，两南一北，户型正气！,370.0,3室2厅 ,104.65, 南 北 , 毛坯 ,中楼层(共5层),2007-01-01, 板楼,3,2,中,5,不满五,False,False,5.91350300563827,low,0.6666666666666666
minhang,gumei,03年新小区 +满五唯一+中间楼层+配套完善房主自荐,338.0,1室1厅 ,54.68, 南 , 简装 ,中楼层(共6层),2003-01-01, 板楼,1,1,中,6,满五唯一,False,False,5.823045895483019,low,1.0
pudong,waigaoqiao,位置好景观房，仁恒品质，开发商统一装修，近地铁口,1150.0,3室2厅 ,215.0, 南 , 精装 ,高楼层(共6层),2007-01-01, 板楼,3,2,高,6,不满五,True,False,7.047517221357296,low,0.6666666666666666
minhang,pujiang1,商品房小区，房源质量有保证。小区花园位子中间楼层。,180.0,1室1厅 ,55.47, 南 , 精装 ,低楼层(共14层),2008-01-01, 板楼,1,1,低,14,不满五,False,False,5.19295685089021,low,1.0
pudong,yangdong,位置安静，房源较少，格局通透，价格合理,920.0,2室2厅 ,116.23, 南 北 , 精装 ,低楼层(共18层),2006-01-01, 板楼,2,2,低,18,不满五,False,False,6.824373670043086,low,1.0
pudong,yuqiao1,满五，双轨交汇，南北通风，自住普通装修，诚售,333.0,2室1厅 ,75.09, 南 , 简装 ,高楼层(共6层),1995-01-01, 板楼,2,1,高,6,满五不唯一,False,False,5.808142489980444,low,0.5
minhang,wujing,万科 南北阳台 满五唯一省税 楼层采光好 地暖 有车位,350.0,2室2厅 ,84.42, 南 , 精装 ,高楼层(共11层),2008-01-01, 板楼,2,2,高,11,满五唯一,False,False,5.857933154483459,low,1.0
baoshan,luodian,新装修，房东诚心出售，家具家电齐全,197.0,2室1厅 ,70.02, 南 , 精装 ,高楼层(共6层),1996-01-01, 板楼,2,1,高,6,不满五,False,False,5.2832037287379885,low,0.5
minhang,qibao,水榭花堤，明强300米，电梯复式户型，装修两年自住。,520.0,2室1厅 ,55.18, 南 , 精装 ,高楼层(共14层),2005-01-01, 板楼,2,1,高,14,不满五,False,False,6.253828811575473,low,0.5
minhang,qibao,惠明苑，二年精装修，保养好，拎包入住，看房随时房主自荐,610.0,3室2厅 ,143.71, 南 , 精装 ,低楼层(共12层),2008-01-01, 板楼,3,2,低,12,不满五,False,False,6.413458957167357,low,0.6666666666666666
minhang,jinhongqiao,虹梅路高档住宅，品质小区，环境优美，生活配套完善,715.0,3室2厅 ,140.84, 南 , 简装 ,低楼层(共6层),1995-01-01, 板楼,3,2,低,6,不满五,False,False,6.5722825426940075,low,0.6666666666666666
baoshan,zhangmiao,03年次新房 稀有双南 附三阳台,430.0,2室2厅 ,91.82, 南 , 毛坯 ,高楼层(共6层),2004-01-01, 板楼,2,2,高,6,不满五,False,False,6.063785208687608,low,1.0
pudong,tangzhen,满5唯1 带40平米阁楼 自住精装 通风好 采光佳 好房子,530.0,2室2厅 ,87.36, 南 北 , 精装 ,高楼层(共11层),2009-01-01, 板楼,2,2,高,11,不满五,False,False,6.272877006546167,low,1.0
minhang,jinhui,韩国街难得的中间楼层2房在售，满五唯一，税少,570.0,2室2厅 ,86.0, 南 北 , 简装 ,中楼层(共6层),2003-01-01, 板楼,2,2,中,6,满五唯一,False,False,6.345636360828596,low,1.0
minhang,laominhang,剑桥丽苑精装一房，楼层好，位置好,255.0,1室2厅 ,57.55, 南 , 精装 ,中楼层(共6层),2006-01-01, 板楼,1,2,中,6,不满五,False,False,5.541263545158426,low,2.0
minhang,wujing,吴泾新村三房，一楼带院子，居住体验之家,260.0,3室1厅 ,90.41, 南 , 简装 ,低楼层(共5层),1960-01-01, 板楼,3,1,低,5,不满五,False,False,5.560681631015528,low,0.3333333333333333
xuhui,longhua,东边套全明户型、满5税少、中高区采光无遮挡/随时看房,340.0,2室1厅 ,61.29, 南 北 , 简装 ,高楼层(共6层),1994-01-01, 板楼,2,1,高,6,不满五,False,False,5.8289456176102075,low,0.5
pudong,yangdong,此房双向通透 精装修 高区看世纪公园景观 看房方便,1360.0,2室2厅 ,137.77, 南 , 精装 ,高楼层(共18层),2006-01-01, 板楼,2,2,高,18,不满五,True,False,7.215239978730097,low,1.0
pudong,yangsiqiantan,杨思前滩+满五唯一+中环内+6号线+精装修+配套齐+诚售,350.0,2室1厅 ,65.36, 南 北 , 简装 ,低楼层(共6层),1998-01-01, 板楼,2,1,低,6,满五唯一,False,False,5.857933154483459,low,0.5
jiading,shangda,满两年 双轨交 80万精装 4+1户型 中yang空调加地暖,750.0,4室2厅 ,146.7, 南 北 , 精装 ,低楼层(共14层),2014-01-01, 板楼,4,2,低,14,不满五,False,False,6.620073206530356,low,0.5
minhang,laominhang,南北两房采光通风优，前后无遮挡视野好。必看好房,235.0,2室1厅 ,78.18, 南 , 毛坯 ,低楼层(共18层),2014-01-01, 板楼,2,1,低,18,不满五,False,False,5.459585514144159,low,0.5
pudong,yuqiao1,民乐苑电梯房，楼层适中，满五唯一必看好房,392.0,2室1厅 ,64.0, 南 , 简装 ,中楼层(共14层),2005-01-01, 塔楼,2,1,中,14,满五唯一,False,False,5.971261839790462,low,0.5
minhang,wujing,永德小区 2室0厅 173万,173.0,2室0厅 ,50.2, 南 , 其他 ,中楼层(共6层),1987-01-01, 板楼,2,0,中,6,不满五,False,False,5.153291594497779,low,0.0
minhang,qibao,广海花园经典两房，主卧朝南，次卧朝北，楼层佳采光好必看好房,448.0,2室2厅 ,82.57, 南 , 简装 ,低楼层(共6层),1997-01-01, 板楼,2,2,低,6,不满五,False,False,6.104793232414985,low,1.0
pudong,caolu,龚华新村 3室1厅 278万,278.0,3室1厅 ,88.0, 南 北 , 简装 ,中楼层(共6层),1994-01-01, 板楼,3,1,中,6,不满五,False,False,5.627621113690637,low,0.3333333333333333
baoshan,yanghang,天馨花园经典两房，满五唯一，近地铁，楼层好采光佳,335.0,2室2厅 ,94.08, 南 , 精装 ,中楼层(共6层),2001-01-01, 板楼,2,2,中,6,满五唯一,True,False,5.814130531825066,low,1.0
pudong,xinchang,一手动迁南北通毛坯房，高楼层采光无遮挡必看好房,275.0,2室2厅 ,88.24, 南 北 , 毛坯 ,高楼层(共21层),2015-01-01, 板楼,2,2,高,21,不满五,False,False,5.616771097666572,high,1.0
minhang,chunshen,【复式】【阁楼】【采光好】【随时看房】,637.0,4室2厅 ,187.46, 南 , 简装 ,高楼层(共6层),2002-01-01, 板楼,4,2,高,6,不满五,False,False,6.456769655572163,low,0.5
pudong,weifang,潍坊七村 两房朝南 有钥匙 满五少税 老业主委托专属,470.0,2室1厅 ,53.32, 南 , 精装 ,中楼层(共6层),1982-01-01, 板楼,2,1,中,6,满五不唯一,False,False,6.152732694704104,low,0.5
baoshan,dachangzhen,南北直通双阳台 采光通风无忧 户型正气 楼层高视野佳,340.0,2室2厅 ,90.55, 南 北 , 简装 ,高楼层(共6层),2006-01-01, 板楼,2,2,高,6,不满五,False,False,5.8289456176102075,low,1.0
pudong,meiyuan1,满五唯一，不靠马路，东边套南北通，2个卧室朝南必看好房,515.0,3室1厅 ,61.11, 南 , 简装 ,高楼层(共6层),1980-01-01, 板楼,3,1,高,6,满五唯一,False,False,6.244166900663736,low,0.3333333333333333
minhang,laominhang,东边户型，南北通，在售的少，交通方便，自备配套,370.0,3室2厅 ,95.0, 南 , 精装 ,低楼层(共27层),1994-01-01, 板楼,3,2,低,27,不满五,False,False,5.91350300563827,high,0.6666666666666666
pudong,caolu,极景易家商品房 二楼采光好  户型正气  总价便宜,360.0,2室2厅 ,90.82, 南 , 简装 ,低楼层(共6层),2004-01-01, 板楼,2,2,低,6,不满五,False,False,5.886104031450156,low,1.0
pudong,weifang,一楼精装修，小区靠后排，环境静谧,265.0,1室1厅 ,38.0, 南 , 精装 ,低楼层(共5层),1980-01-01, 板楼,1,1,低,5,不满五,False,False,5.579729825986222,low,1.0
minhang,longbai,近地铁+景观楼层+双南两房+产权清晰,405.0,2室1厅 ,74.61, 南 , 毛坯 ,高楼层(共6层),1997-01-01, 板楼,2,1,高,6,不满五,True,False,6.003887067106539,low,0.5
xuhui,tianlin,徐家汇内环边上，94年精装1梯2户，地铁宜山路3/4/9必看好房,479.0,2室1厅 ,66.45, 南 , 精装 ,中楼层(共6层),1994-01-01, 板楼,2,1,中,6,不满五,True,False,6.171700597410915,low,0.5
xuhui,xuhuibinjiang,远望徐浦大桥，近观黄浦波涛。滨江小区在售大两房,430.0,2室1厅 ,76.37, 南 , 简装 ,高楼层(共6层),1998-01-01, 暂无数据,2,1,高,6,不满五,False,False,6.063785208687608,low,0.5
minhang,hanghua,总价低，户型好，诚意卖，随时看房,198.0,1室1厅 ,49.86, 南 , 精装 ,高楼层(共6层),1995-01-01, 板楼,1,1,高,6,不满五,False,False,5.288267030694535,low,1.0
pudong,beicai,精装三房，户型方正 ，格局好，税费低房主自荐,378.0,3室1厅 ,83.0, 南 , 精装 ,高楼层(共6层),1996-01-01, 板楼,3,1,高,6,不满五,False,False,5.934894195619588,low,0.3333333333333333
minhang,wujing,吴泾新村   精装一室户   满五唯一  税费少,104.0,1室1厅 ,27.54, 南 , 简装 ,中楼层(共5层),1980-01-01, 板楼,1,1,中,5,满五唯一,False,False,4.6443908991413725,low,1.0
baoshan,dahua,铂金华府 2室1厅 630万,630.0,2室1厅 ,93.37, 南 北 , 其他 ,低楼层(共14层),2009-01-01, 板楼,2,1,低,14,不满五,False,False,6.4457198193855785,low,0.5
pudong,lingangxincheng,临港自贸区，次新房，景观楼层，开发商装修，业主诚售,195.0,2室2厅 ,81.5, 南 , 精装 ,高楼层(共15层),1994-01-01, 板楼,2,2,高,15,不满五,False,False,5.272999558563747,low,1.0
baoshan,songnan,湘源大厦 3房间2卫 210万,210.0,2室1厅 ,52.03, 南 , 其他 ,高楼层(共12层),2013-01-01, 塔楼,2,1,高,12,不满五,False,False,5.3471075307174685,low,0.5
minhang,huacao,九韵城稀有电梯房，小区景观位置，看房方便,246.0,1室1厅 ,55.91, 南 , 毛坯 ,中楼层(共12层),2008-01-01, 板楼,1,1,中,12,不满五,False,False,5.5053315359323625,low,1.0
xuhui,xujiahui,双南户型，中区楼层，内环内，税费少，诚意出售必看好房,925.0,2室2厅 ,111.28, 南 , 简装 ,中楼层(共32层),1999-01-01, 塔楼,2,2,中,32,不满五,False,False,6.829793737512425,high,1.0
pudong,zhangjiang,房东看中房子，价格可谈，只卖本月，欲了解速咨询,1150.0,4室2厅 ,167.0, 南 , 精装 ,低楼层(共19层),2009-01-01, 板楼,4,2,低,19,不满五,False,False,7.047517221357296,low,0.5
baoshan,zhangmiao,精装两房，交通便利，税少，电梯,570.0,2室2厅 ,109.0, 南 , 简装 ,低楼层(共15层),2005-01-01, 板楼,2,2,低,15,不满五,False,False,6.345636360828596,low,1.0
pudong,yangjing,南北直通户型，中间位置安静不吵房主自荐,420.0,1室1厅 ,61.64, 南 , 精装 ,高楼层(共6层),1997-01-01, 板楼,1,1,高,6,不满五,False,False,6.040254711277414,low,1.0
minhang,laominhang,精装修双南房，近5号线金平路地铁站,345.0,2室2厅 ,91.0, 南 , 精装 ,低楼层(共6层),1999-01-01, 板楼,2,2,低,6,不满五,True,False,5.84354441703136,low,1.0
pudong,zhangjiang,一手动迁，满二唯一，一南一北两房，全明户型，随时看,385.0,2室2厅 ,83.75, 南 , 简装 ,低楼层(共14层),2013-01-01, 板楼,2,2,低,14,不满五,False,False,5.953243334287785,low,1.0
pudong,yangjing,中新家园+大2房+诚意出售+价格可谈+看房方便！,780.0,2室1厅 ,90.74, 南 , 简装 ,中楼层(共6层),1999-01-01, 板楼,2,1,中,6,不满五,False,False,6.659293919683638,low,0.5
baoshan,gongfu,大宁北玉兰公馆 3室1厅 535万,535.0,3室1厅 ,89.88, 南 , 其他 ,高楼层(共16层),1994-01-01, 板楼,3,1,高,16,不满五,False,False,6.282266746896006,low,0.3333333333333333
pudong,shibo,云台一小区 2室1厅 325万,325.0,2室1厅 ,52.55, 南 , 简装 ,中楼层(共6层),1994-01-01, 板楼,2,1,中,6,不满五,False,False,5.783825182329737,low,0.5
xuhui,huajing,华泾绿苑 3室2厅 670万,670.0,3室2厅 ,127.85, 南 , 精装 ,低楼层(共11层),2010-01-01, 板楼,3,2,低,11,不满五,False,False,6.507277712385012,low,0.6666666666666666
minhang,gumei,稀世电梯两房，小区花园位置，全南户型，临地铁，诚售,730.0,2室2厅 ,109.48, 南 , 精装 ,中楼层(共7层),2004-01-01, 板楼,2,2,中,7,不满五,True,False,6.593044534142437,low,1.0
minhang,huacao,南北房间，客厅朝南带院子，视野开阔采光好，产权清晰,290.0,2室2厅 ,70.21, 南 , 简装 ,低楼层(共5层),2005-01-01, 板楼,2,2,低,5,不满五,False,False,5.66988092298052,low,1.0
minhang,xinzhuang5,沁春名邸 南北通 精装三房 小区C位 诚售,620.0,3室2厅 ,130.6, 南 , 精装 ,低楼层(共14层),2005-01-01, 板楼,3,2,低,14,不满五,False,False,6.429719478039138,low,0.6666666666666666
xuhui,changqiao,精装大一房，自住舒适度高，小区位置方便,230.0,1室1厅 ,42.4, 南 , 简装 ,高楼层(共7层),1989-01-01, 板楼,1,1,高,7,不满五,False,False,5.438079308923196,low,1.0
minhang,wujing,现代苑满五唯一税费少，环境安静，出行方便，空间大,365.0,3室1厅 ,118.19, 南 , 精装 ,高楼层(共6层),2003-01-01, 板楼,3,1,高,6,满五唯一,False,False,5.8998973535824915,low,0.3333333333333333
minhang,jinhongqiao,两房南厅南全明户型，采光无遮挡，边间视野开阔明亮,900.0,3室2厅 ,138.0, 南 , 精装 ,低楼层(共18层),1998-01-01, 板塔结合,3,2,低,18,不满五,False,False,6.802394763324311,low,0.6666666666666666
baoshan,yuepu,月浦八村双南小两房   楼层好   小区环境优雅,148.0,2室1厅 ,47.85, 南 , 简装 ,中楼层(共5层),1985-01-01, 板楼,2,1,中,5,不满五,False,False,4.997212273764115,low,0.5
baoshan,yuepu,乐业五村！非顶楼！业主诚意出售！看房方便！必看好房,220.0,3室1厅 ,72.68, 北 南 , 简装 ,高楼层(共6层),1996-01-01, 板楼,3,1,高,6,不满五,False,False,5.393627546352362,low,0.3333333333333333
pudong,jinyang,香山西南街坊（双南三房）自住诚售+看房方便花园位置,680.0,3室2厅 ,121.08, 南 , 简装 ,中楼层(共6层),1999-01-01, 板楼,3,2,中,6,不满五,False,False,6.522092798170152,low,0.6666666666666666
pudong,tangzhen,双南户型  满两年 看房方便 诚意出售 景观楼层,660.0,2室2厅 ,92.65, 南 , 精装 ,高楼层(共13层),1994-01-01, 板楼,2,2,高,13,不满五,False,False,6.492239835020471,low,1.0
pudong,zhangjiang,经典南北通电梯三房，位置好中区边套，南北通。,578.0,3室2厅 ,117.0, 南 , 简装 ,中楼层(共14层),2008-01-01, 板楼,3,2,中,14,不满五,False,False,6.359573868672378,low,0.6666666666666666
pudong,kangqiao,康桥宝邸 2室2厅 290万,290.0,2室2厅 ,74.68, 南 , 精装 ,低楼层(共6层),2007-01-01, 板楼,2,2,低,6,不满五,False,False,5.66988092298052,low,1.0
pudong,zhoupu,楼梯中层，二手买进价高税少，南北通透，业主诚售,420.0,3室2厅 ,123.13, 南 北 , 简装 ,中楼层(共5层),2006-01-01, 板楼,3,2,中,5,不满五,False,False,6.040254711277414,low,0.6666666666666666
pudong,nanmatou,三房两厅户型方正，视野好业主诚意出售,918.0,3室2厅 ,118.0, 南 , 精装 ,低楼层(共12层),2003-01-01, 板楼,3,2,低,12,不满五,False,False,6.822197390620491,low,0.6666666666666666
pudong,weifang,浦潍大楼 2室0厅 455万,455.0,2室0厅 ,60.94, 西 北 , 其他 ,高楼层(共17层),1987-01-01, 塔楼,2,0,高,17,不满五,False,False,6.12029741895095,low,0.0
baoshan,zhangmiao,双南两房 房型正气  房东诚意出售！,220.0,2室1厅 ,57.51, 南 , 简装 ,高楼层(共6层),1990-01-01, 板楼,2,1,高,6,不满五,False,False,5.393627546352362,low,0.5
pudong,jinyang,一梯两户，面对碧云国际社区，闹中取静，厅卧朝南房主自荐,285.0,2室1厅 ,56.07, 东南 , 简装 ,低楼层(共6层),1996-01-01, 板楼,2,1,低,6,不满五,False,False,5.652489180268651,low,0.5
minhang,wujing,满五年唯一 两房朝南全明户型  适合居家养老楼层,168.0,2室1厅 ,52.9, 南 , 简装 ,低楼层(共6层),1992-01-01, 板楼,2,1,低,6,满五不唯一,False,False,5.123963979403259,low,0.5
baoshan,dahua,三房带两个大花园，边套全明户型，精装修拎包入住房主自荐,480.0,3室1厅 ,88.48, 南 , 精装 ,低楼层(共6层),1997-01-01, 板楼,3,1,低,6,不满五,False,False,6.173786103901937,low,0.3333333333333333
pudong,tangqiao,东南华庭 3室2厅 1020万,1020.0,3室2厅 ,159.31, 西北 南 , 精装 ,中楼层(共29层),2004-01-01, 塔楼,3,2,中,29,不满五,False,False,6.927557906278317,high,0.6666666666666666
pudong,yangsiqiantan,杨思前滩+三轨交汇+精装一房+拎包入住+总价低+近地铁必看好房,183.0,1室1厅 ,40.75, 南 , 精装 ,高楼层(共6层),1992-01-01, 板楼,1,1,高,6,不满五,True,False,5.209486152841421,low,1.0
pudong,chuansha,鼎鑫品质小区 低总价，随时看，小区一房 位置不靠路，,255.0,1室1厅 ,65.42, 南 , 简装 ,低楼层(共11层),2009-01-01, 板楼,1,1,低,11,不满五,False,False,5.541263545158426,low,1.0
pudong,sanlin,此房一手动迁，采光充足，配套齐全，交通便利,430.0,2室1厅 ,92.06, 南 , 毛坯 ,低楼层(共10层),1999-01-01, 板楼,2,1,低,10,不满五,False,False,6.063785208687608,low,0.5
minhang,zhuanqiao,精装修   总价低   满五唯一税费少   看房提前预约,550.0,4室2厅 ,154.07, 南 北 , 简装 ,高楼层(共6层),2002-01-01, 板楼,4,2,高,6,满五唯一,False,False,6.309918278226516,low,0.5
baoshan,yanghang,别墅社区，精装修大三房两卫，户型正气，带大花园,479.0,3室2厅 ,129.67, 南 , 精装 ,低楼层(共11层),2013-01-01, 板楼,3,2,低,11,不满五,False,False,6.171700597410915,low,0.6666666666666666
baoshan,songnan,户型整齐，三房两厅一卫 视野宽阔 精装修，边套全明必看好房,550.0,3室2厅 ,93.34, 南 , 精装 ,低楼层(共9层),2014-01-01, 板楼,3,2,低,9,不满五,False,False,6.309918278226516,low,0.6666666666666666
pudong,shibo,小区中间位置，3楼、2001年商品房，板式南北通三房,785.0,3室2厅 ,128.9, 南 北 , 简装 ,中楼层(共6层),2001-01-01, 板楼,3,2,中,6,不满五,False,False,6.665683717782408,low,0.6666666666666666
pudong,yangsiqiantan,杨思前滩+一手动迁+电梯中楼层+小区好位置+诚意出售,315.0,1室1厅 ,51.85, 南 北 , 简装 ,低楼层(共17层),2008-01-01, 板楼,1,1,低,17,不满五,False,False,5.752572638825633,low,1.0
xuhui,longhua,靠市区，近滨江，交通房，满五唯一，次新房，仅此在售,1080.0,3室2厅 ,132.62, 南 , 毛坯 ,低楼层(共11层),2004-01-01, 板楼,3,2,低,11,满五唯一,False,False,6.984716320118266,low,0.6666666666666666
minhang,gumei,三年婚装，直接拎包入住，双楠全明，内带幼儿园,375.0,2室1厅 ,70.57, 南 , 精装 ,高楼层(共6层),1995-01-01, 板楼,2,1,高,6,不满五,False,False,5.926926025970411,low,0.5
pudong,lujiazui,汇豪看花园南北通大三房，业主诚意出售！,1550.0,3室2厅 ,150.01, 南 , 精装 ,中楼层(共35层),2004-01-01, 板楼,3,2,中,35,不满五,False,False,7.346010209913293,high,0.6666666666666666
pudong,lujiazui,陆家嘴世茂135平急售！好房不等人啊，抓紧时间下手,1250.0,2室2厅 ,135.71, 东南 , 简装 ,低楼层(共49层),1994-01-01, 板楼,2,2,低,49,不满五,False,False,7.1308988302963465,very high,1.0
baoshan,dachangzhen,小区离地铁近，正准备铺沥青路，配套好。,320.0,2室1厅 ,75.01, 南 , 简装 ,高楼层(共6层),1997-01-01, 板楼,2,1,高,6,不满五,True,False,5.768320995793772,low,0.5
pudong,shibo,昌五小区 一梯两户 南北两房厅有阳台 业主诚意出售,305.0,2室1厅 ,55.58, 南 北 , 精装 ,高楼层(共6层),1995-01-01, 板楼,2,1,高,6,不满五,False,False,5.720311776607412,low,0.5
minhang,longbai,此房满五年唯一 房型正气格局好 采光棒,469.0,3室2厅 ,99.88, 南 , 简装 ,高楼层(共6层),1997-01-01, 板楼,3,2,高,6,满五不唯一,False,False,6.150602768446279,low,0.6666666666666666
pudong,yuqiao1,满五唯一+对小区绿化+精装修+三开间朝南+税费少,465.0,2室2厅 ,90.12, 南 , 精装 ,低楼层(共18层),2010-01-01, 板楼,2,2,低,18,满五唯一,False,False,6.142037405587356,low,1.0
minhang,huacao,花园2000余平 多功能泳池  800万装修 韩国业主诚售,6680.0,8室2厅 ,398.69, 南 , 精装 ,2层,2003-01-01, 板楼 | 独栋别墅,8,2,高,2,不满五,False,False,8.806873266530692,very low,0.25
